"code","name","address","phone","email","contact_name","contact_phone","payment_method_id","departament_id","town_id","prefix_origin","seller_id"
"XCO-710","CARLOS GIRON // CROCS GIRON","3 CALLE  1-91 RESI PALMA REAL, ESCUINTLA","4199-5857","","N/A","0","1","1","1","CAP","4"
"XCO-711","SURJA","1 CALLE  4-19  ZONA 3 , VILLAS DE COSTA BELLA ESCUINTLA","7889-3026","","JAYRON ALBERTO MARROQUIN MURALLES","0","1","1","1","CAP","4"
"CON-712","PESAS CASERAS GT","21 AVENIDA 7-21 ZONA 11 COLONIA MIRADOR","5574-9665","","ANDREA GODINEZ","0","2","1","1","CAP","4"
"XCO-713","PESAS CASERAS GT","21 AVENIDA 7-21 ZONA 11 COLONIA MIRADOR","5574-9665","","ANDREA GODINEZ","0","1","1","1","CAP","4"
"XCO-714","WORLD OF THE FASHION /// LOVE DELUXE","2 AV 10-35 ZONA 1 ESQUIPULAS","58123539","","CARLOS MAURICIO HURTADO // FLORIDALMA RAMOS","0","1","1","1","CAP","3"
"XCO-716","TEXTILES Y TELAS S,A.// TEXTELA","8 CALLE  9-13  ZONA 1, GUATEMALA","2232-4941","","ALEJANDRO AGUILAR","0","1","1","1","CAP","4"
"XCO-717","ALMACEN GUANA CHAPIN","19 CALLE 2-742 ZONA 1 COMERCIAL 19 LOCAL 11","4936-8955","","GLORIA ESTELA CRUZ ALDANA","0","1","1","1","CAP","4"
"XCO-719","LA CASA DE LOS HILOS","9 AVENIDA 7-35 LOCAL 110","5016-0822","","FLORY PECHE","0","1","1","1","CAP","4"
"XCO-721","ALMACEN FELIZ","17 CALLE 5-63 ZONA 1 LOCAL F2","58915800","","JULIO CHOCON","0","1","1","1","CAP","4"
"CON-722","GUILLERMO VALENZUELA","LOTE 2 COL JACARANDAS KM 59.5 ESCUINTLA","5000-2520","","GUILLERMO VALENZUELA","0","2","1","1","CAP","4"
"XCO-723","EMMA MARCOLFA ROMERO","COL MONTE MARIA 1 ZONA 11","4770-2924","","EMMA MARCOLFA ROMERO","0","1","1","1","CAP","3"
"XCO-724","COMERCIAL EL CASTAÐO","13 AVENIDA B 31-12 ZONA 7","4175-5631","","PABLO CASTAÐON","0","1","1","1","CAP","4"
"XCO-720","LA PERLA","19 CALLE 2-42 COMERCIAL LA 19 LOCAL 10 ZONA 1","3367-8183","","N/A","0","1","1","1","CAP","4"
"XCO-726","KALA JOYERIA ONLINE","11AV B 1-43  COL NUEVA MONSERRAT ZONA 3 DE MIXCO","5787-5211","","SINSY PAOLA CORTEZ  VASQUEZ","0","1","1","1","CAP","4"
"XCO-727","SANTIS SHOP","5AV 10-01  COL LA REFORMITA  ZONA  12, GUATEMALA","5611-4089","","ROLANDO DE LEON","0","1","1","1","CAP","4"
"XCO-728","ACCESORIIOS BONITA","12AV 3-51  ZONA 11 RESI ARCOS DE PETAPA, SAN MIGUEL PETAPA","4137-7646","","MADELIN YOHANA MOREJON SILIEZAR","0","1","1","1","CAP","4"
"XCO-729","ALBA CARDONA","COLONIA LA REFORMA SAN CRISTOBAL FRONTERA ATESCATEMPA, JUTIAPA","4721-7980","","ALBA CARDONA","0","1","1","1","CAP","4"
"XCO-730","EL MUNDO DE LAS FANTACIAS","6TA AVENIDA 14-31 ZONA 1","2220-3414","","MAYRA GONZALEZ","0","1","1","1","CAP","4"
"XCO-731","RENOVART GT","15 AVENIDA 4-68 ZONA 1 APTO A","4713-9426/5480-6367","","KIMBERLY ESCOBAR /FREDY RODAS","0","1","1","1","CAP","4"
"PRE-732","COMERCIALIZADORA BIOAGRO","50 CALLE 15 AVE. FINAL SECTOR 1 CASA 8 ZONA 12 VIENTOS DEL VALLE","5574-9736","","ARMANDO DELGADO","0","4","1","1","CAP","4"
"PRE-733","COMERCIALIZADORA BIOAGRO","50 CALLE 15 AV. FINAL SECTOR 1 CASA 8 ZONA 12 VIENTOS DEL VALLE","5574-9736","","ARMANDO DELGADO","0","4","1","1","CAP","4"
"XCO-734","NANCY MELISSA OBREGON","KM 145.5 CARR A GUATEMALA A UN COSTADO AUTOHOTEL 3 ASES SAN ANTONIO SUCHITE","5692-5857","","NANCY OBREGON","0","1","1","1","CAP","4"
"XCO-735","LA TIENDA DE ALESSANDRO","GUALAN ZACAPA","5516-2557","","IVANNA FAJARDO","0","1","1","1","CAP","4"
"XCO-736","VARIEDADES RD","ALDEA SANTACRUZ RIO HONDO FRENTE PARQUE CENTRAL CASA PORTON ROJO","55914242","","FELIPE RAMIREZ","0","1","1","1","CAP","4"
"XCO-738","TENDENCIAS G.T. ROPA Y ACCESORIOS","LOTE 9 SECTOR 2 COL SANTA BARBARA ZONA 18","3060-3072/ 5944-7988","","NANCY REVOLORIO/ HEISY STEPHANIE CIFUENTES","0","1","1","1","CAP","4"
"XCO-739","SOFIA STORE Y TERNURITAS GT","19 AVENIDA 2-76 ZONA 13 SAN MIGUEL PETAPA RESIDENCIAL CAÐADAS DEL RIO","4444-6368/3614-5211","","FRANCISCO ABDIEL PEREZ / DINA RAQUEL ARMIRA","0","1","1","1","CAP","4"
"XCO-740","KATHERINE ONLINE STORE","CALLE PANAMA A UN COSTADO RASTRO MUNICIAPL NUEVA CONCEPCION ESCUINTLA","4597-9001","","KATERIN JOHANA DIAZ CASTILLO","0","1","1","1","CAP","4"
"XCO-742","ALMACEN LISSATEX","5TA. AVENIDA 15-56 ZONA 1","4003-9312","","MAYRA CARRANZA","0","1","1","1","CAP","4"
"XCO-743","KERAFRUT","1 AVENIDA 2 CALLE ZONA 2 BARRIO LA ESPERANZA JALAPA","4786-1303","","LUIS OROZCO","0","1","1","1","CAP","4"
"XCO-744","COMERCIALIZADORA JIREH M Y A S.A.","KM 19.5 RUTA AL PACIFICO CONDOMINIO EMPRESARILA NACIONES UNIDAS VILLA NUEVA","5547-7969","","ALBERTO GONZALEZ","0","1","1","1","CAP","4"
"PRE-745","502 AUTO PARTS S,A.","SALIDA A CAMINOS , JUTIAPA","4135-1334","","N/A","0","4","1","1","CAP","3"
"XCO-746","DISTRIBUIDORA COMERCIAL MORATAYA","1RA CALLE 9-48 ZONA 2 BARRIO SAN FRANCISCO JALAPA","4026-2350","","JUAN ANTONIO MORATAYA ORANTES","0","1","1","1","CAP","4"
"XCO-747","CHANG┤S STORE","39 AVENIDA 5-62 SECT 7 ALAMEDAS DE VILLA FLORES ZONA 7 SAN MIGUEL PETAPA","5894-4778","","ALEJANDRA CHANG","0","1","1","1","CAP","4"
"XCO-748","DELICIAS LORENS","3 CALLE LOTE 14 VALLE DEL SOL JUTIAPA","4298-5740","","INGRID LORENA PEREZ MORALES","0","1","1","1","CAP","4"
"XCO-749","PACAMSA","27 AVENIDA 7-25 ZONA 4 DE MIXCO","2508-2052","","MARIELENA DE CAAL","0","1","1","1","CAP","4"
"XCO-752","PACAMSA","CARRETERA INTERAMERICANA KM 51.3 EL TEJAR CHIMALTENANGO","2508-2052","","MARIELENA DE CAAL","0","1","1","1","CAP","4"
"XCO-751","LIBRERIA ANDREA","CALLE TRANSITO ROJAS 4-87 ZONA 5 BARRIO SAN FRANCISCO JALAPA","4113-5672","","BEVERLY ANDREA MORATAYA DE ESTRADA","0","1","1","1","CAP","4"
"XCO-743","KERAFRUT","1 AVENIDA 2 CALLE ZONA2 BARRIO LA ESPERANZA, JALAPA","4786-1303","","LUIS OROZCO","0","1","1","1","CAP","4"
"XCO-753","MASHE STORE","3 CALLE 0-79 ZONA 2 BARRIO LA ESPERANZA, JALAPA","5341-6269","","MICHELLE SANDOVAL","0","1","1","1","CAP","4"
"GUA-8577","ANULADO","ANULADO","ANULADO","","ANULADO","0","3","1","1","CAP","4"
"PRE-754","COSMIC TRADING COMPANY, S.A. / EL DRAGON LUCES CHINAS","3 CALLE 2-06 ZONA 8 DE MIXCO CIUDAD SAN CRISTOBAL","2472-5165","","BORIS DIEGUEZ","0","4","1","1","CAP","4"
"PRE-755","COSMIC TRADING COMPANY, S.A. / EL DRAGON LUCES CHINAS","3 CALLE 2-06 ZONA 8 DE MIXCO CIUDAD SAN CRISTOBAL","2472-5165","","BORIS DIEGUEZ","0","4","1","1","CAP","4"
"GUA-756","IMPORTADORA Y EXPORTADORA GIL. S.A.","12 CALLE 2-44 ZONA 1 CIUDAD DE GUATEMALA","2382-8900","","EDGAR ROLANDO FLORES","0","3","1","1","CAP","4"
"GUA-757","IMPORTADORA Y EXPORTADORA GIL. S.A.","12 CALLE 2-44 ZONA 1 CIUDAD DE GUATEMALA","2382-8900","","EDGAR ROLANDO FLORES","0","3","1","1","CAP","4"
"XCO-758","MAFER BOUTIQUE","4 CALLE A 24-34 COLONIA CALISTEMOS ZONA 8 MIXCO SAN CRISTOBAL 2","4696-1317","","ASTRID FABIOLA NAVARRO","0","1","1","1","CAP","4"
"XCO-759","LOYDA STORE","12 CALLE 30-84 ZONA 7 TIKAL I","3031-7795","","LOYDA EUNICE QUIROA MARROQUIN","0","1","1","1","CAP","4"
"CON-761","DISTRIBUIDORA DE PINTRUAS S.A.","12 CALLE 4-77 ZONA 9","2362-5020","","ROLANDO LAPARRA","0","2","1","1","CAP","4"
"XCO-762","ACCESORIOS Y MODA MC","CHOCOLA A LA PAR DE GIMNASIO SNA PABLO JOCOPILAS SUCHITEPEQUEZ","4158-7794","","MARTHA CONSUELO ESCOBAR CHAPETON","0","1","1","1","CAP","4"
"XCO-763","AGROCOMERCIALIZADORA JEHOVA SHALON","1 CALLE SECT RIO NEGRO 2 ALDEA SAN JOSE SAN FRANCISCO ZAPOTITLAN MAZATENANG","40048482","","DERVIN MAGDIEL AJCHUP LEMUS","0","1","1","1","CAP","4"
"CON-764","AGROCOMERCIALIZADORA JEHOVA SHALON","1 CALLKE SECTOR RIO NEGRO 2 ALDEA SAN JOSE SAN FRANCISCO ZAPOTITLAN MAZATEN","40048482","","DERVIN MAGIDEL AJCHUP LEMUS","0","2","1","1","CAP","4"
"XCO-765","CELASA, INGENIERIA Y EQUIPOS, S.A.","AVENIDA PETAPA 40-19 ZONA 12","2215-3651 / 2270-7715","","IVAN CALDERON","0","1","1","1","CAP","4"
"GUA-766","CELASA, INGENIERIA Y EQUIPOS, S.A.","AVENIDA PETAPA 40-19 ZONA 12","2215-3651/2270-7715","","IVAN CALDERON","0","3","1","1","CAP","4"
"XCO-767","ZUCCHELLI ALPHA DE GUATEMALA, S.A.","1RA AVENIDA 9-43 ZONA 9","2390-9190/4167-6993","","SINDY CORADO","0","1","1","1","CAP","4"
"XCO-768","RUT STORE","13 AV 12-34 ZONA 12","5634-6248","","RUT MARTINEZ","0","1","1","1","CAP","4"
"XCO-769","RENES MOX","LOTE 23 MANZANA B LOTIFICACION LOS ANGELES ZONA 25","5942-5500","","OSCAR RENE XILOJ MOX","0","1","1","1","CAP","4"
"CON-770","RENES MOX","LOTE 23 MANZANA B LOTIFICACION LOS ANGELES ZONA 25","5942-5500","","OSCAR RENE XILOJ MOX","0","2","1","1","CAP","4"
"XCO-771","TEXTILES Y CONFECCIONES ISAND","2 CALLE 5-78 ZONA 2 CHIMALTENANGO A LA PAR DE HELADOS SARITA","5866-7627","","BRENDA ANALI CARDENAS RUANO","0","1","1","1","CAP","4"
"XCO-772","OPPY GT","7MA. AVENIDA 8 CALLE COLONIA PLAZA DE TOROS ZONA 13 CASA 98","5569-7082","","EVELYN TEJEDA REYES","0","1","1","1","CAP","4"
"XCO-773","WOKIE STORE G.T.","31A V C 31-10 ZONA 7 COLONIA MADRE DORMIDA","59540001","","ALEJANDRA GARCIA","0","1","1","1","CAP","4"
"XCO-774","GERARDITO VARIEDADES","3RA CALLE COMUNIDAD EL ESFUERZO IGLESIA BENDICION DE DIOS PATULUL","4169-5199","","HARLYN MELENDEZ","0","1","1","1","CAP","4"
"CON-775","VARIEDADES EMMANUEL","LOTE 2 CAMINO A SAN ANDRES OSUNA SIQUINALA , ESCUINTLA","3203-9407 / 4227-0082","","ANA PATRICIA RAYMUNDO LOPEZ","0","2","1","1","CAP","4"
"XCO-776","VARIEDADES EMMANUEL","LOTE 2 CAMINO A SAN ANDRES OSUNA SIQUINALA, ESCUINTLA","3203-9407 / 42270082","","ANA PATRICIA RAYMUNDO LOPEZ","0","1","1","1","CAP","4"
"XCO-777","J.P. ARREDONDO","ALTOS DE BARCENAS 1 RESIDENCIAL SECTOR 13 CASA 1-42","5442-7246","","JUAN PABLO ARREDONDO LOPEZ","0","1","1","1","CAP","4"
"XCO-778","IMPORTADORA GROW502","KM 19.5 CARRETERA INTERAMERICANA BODEGA BOCASA 4 Y 5","30395783","","KEVIN HERNANDEZ","0","1","1","1","CAP","4"
"XCO-779","DAPHNE STORE","29 AVENIDA 17-51 RESIDENCIALES SANTA ELNEA 3 ZONA 18","5447-8522","","ELIZABETH GOMEZ","0","1","1","1","CAP","4"
"CON-780","BIOAGRO, S.A.","50 CALLE FINAL SECT 1 CASA #8 RECIDENCIALES VIENTOS DEL VALLE","2212-4583","","N/A","0","2","1","1","CAP","3"
"XCO-781","FARMACEUTICA MAR, S.A.","12 AVENIDA 13-28 ZONA 12","2490-3535","","N/A","0","1","1","1","CAP","3"
"XCO-782","EUGENIA MONGE","2AV A 18-35  ZONA 3, GUATEMALA","5503-6684","","N/A","0","1","1","1","CAP","3"
"XCO-784","POPE SHOP","3AV 19-40  ZONA 3, GUATEMALA","4273-2944","","N/A","0","1","1","1","CAP","3"
"XCO-786","MANUFACTURAS TEXTILES PERFECTA, S.A.","1 AVENIDA 33-26 ZONA 12 COL EL CARMEN","2382-2351","","LEONEL MONTERROSO","0","1","1","1","CAP","3"
"XCO-787","MULTIREPUESTOS ALVAREZ S.A","3RA AV 41-42 COLONIA MONTE MARIA 1 BODEGA 301 ZONA 12","2234-9585","","GERBER RAMOS","0","1","1","1","CAP","3"
"CON-788","IMPORTADORA NORTE, S.A.","CALZADA AGUILAR BATREZ 42-00 ZONA 11","2477-2400","","ANA AROCHE","0","2","1","1","CAP","3"
"XEL-789","EL ZEPPELIN , S.A.","4 CALLE 15-38 ZONA 3 QUETZALTENANGO","7873-7600","","LIDIA MEJIA","0","3","1","1","CAP","4"
"GUA-790","SERVICAT, S.A.","11 AVENIDA 9-24 ZONA 12 COLONIA LA REFORMITA","2415-6565","","MARIO VILLATORO","0","3","1","1","CAP","4"
"XCO-791","SOLUCIONES LAGNET, S.A.","16 AVENIDA 5-84 ZONA 1","5417-0850","","LUIS GATICA","0","1","1","1","CAP","4"
"CON-792","NATALI ROPA Y ACCESORIOS","CALLE PRINCIPAL 6-14 ZONA 1, SAN ANDRES VILLA SECA, RETALHULEU","5455-8346","","SIRLY MAZARIEGOS","0","2","1","1","CAP","4"
"XCO-793","NATALI ROPA Y ACCESORIOS","CALLE PRINCIPAL 6-14 ZONA 1, SAN ANDRES VILLA SECA, RETALHULEU","5455-8346","","SIRLY MAZARIEGOS","0","1","1","1","CAP","4"
"XCO-794","REPUESTOS EL PIBE","BULEVAR EL NARANJO ZONA 4 MIXCO 28-98","3074-7121","","KEVIN HIDALGO","0","1","1","1","CAP","3"
"PRE-795","DISTRIBUIDORA DAKO","KM 19.5 CARRETERA A SAN JOSE PINULA LOT STA LUZ CASA #19","5043-9992","","OSCAR RIVAS","0","4","1","1","CAP","3"
"XCO-796","DISTRIBUIDORA DAKO","KM 19.5 CARRETERA A SAN JOSE PINULA LOT STA LUZ CASA #19","5043-9992","","OSCAR RIVAS","0","1","1","1","CAP","3"
"XCO-797","MIA SECRET","19 CALLE 3-19 ZONA 1 MULTICENTRO,  LOCAL 28","2232-6338","","CECILIA VALENZUELA","0","1","1","1","CAP","1"
"CON-798","THECNO TIENDA","1AV INTERIOR MERCADO MUNICIPAL SANARATE EL PROGRESO GUASTATOYA","57646782","","ERWIN DARIO RALDA","0","2","1","1","CAP","4"
"XCO-799","THECNO TIENDA","1 AV INTERIOR MERCADO MUNICPAL SANARATE EL PROGRESO GUASTATOYA","57646782","","ERWIN DARIO RALDA","0","1","1","1","CAP","4"
"CON-800","ISACELL TECNOLOGIA & MAS","CALLE LOS ALMENDROS ZONA 1 ZACAPA","49184396","","ISAIAS LOPEZ","0","2","1","1","CAP","4"
"XCO-801","ISACELL TECNOLOGIA & MAS","CALLE LOS ALMENDROS ZONA 1 ZACAPA","4918-4396","","ISAIAS LOPEZ","0","1","1","1","CAP","4"
"CON-802","AGRO VETERINARIA LA ESTANCIA","CALLE PRINCIAPL ESTANCIA DE LA VIRGEN SAN CRISTOBAL ACASAGUASTLAN","5541-1154","","AUGUSTO PAIZ","0","2","1","1","CAP","4"
"XCO-803","AGRO VETERINARIA LA ESTANCIA","CALLE PRINCIPAL ESTANCIA DE LA VIRGEN SAN CRISTOBAL ACASAGUASTLAN","5541-1154","","AUGUSTO PAIZ","0","1","1","1","CAP","4"
"CON-804","FARMACIA JOALSA","COLONIA EL PORVENIR ESTANCIA DE LA VIRGEN SAN CRISTOBAL ACASAGUASTLAN","5465-0473","","GLORIA POJOY","0","2","1","1","CAP","4"
"XCO-805","FARMACIA JOALSA","COLONIA EL PORVENIR ESTANCIA DE LA VIRGEN SAN CRISTOBAL ACASAGUSTLAN","5465-0473","","GLORIA POJOY","0","1","1","1","CAP","4"
"CON-806","ACZONE","EL RANCHO LAS CHAMPAS A UNA CUADRA DE BANCO AZTECA","5003-95313","","KENNET AGUSTIN","0","2","1","1","CAP","4"
"XCO-807","ACCZONE","EL RANCHO LAS CHAMPAS A UNA CUADRA DE BANCO AZTECA","5003-9531","","KENNET AGUSTIN","0","1","1","1","CAP","4"
"CON-810","PUROS S.V.","ALDEA EL TERRERO ZACAPA","3272-2217","","JORGE SALGUERO","0","2","1","1","CAP","3"
"XCO-811","MULTISERVICIOS IDEART","27 CALLE  A 10-28 APTO. A ZONA 13 COLONIA LA LIBERTAD CIUDAD CAPITAL","4394-3053","","MARTHA HERNANDEZ","0","1","1","1","CAP","3"
"PRE-812","EL PORTAL DE LAS PRENDAS AMERICANAS","BO CENTRAL ASUNCION MITA JUTIAPA","7843-4430","","BRENDA GASPARICO","0","4","1","1","CAP","4"
"PRE-813","DISTRIBUIDORA HERNANDEZ","ASUNCION MITA","4128-6185","","NOEMY HERNANDEZ","0","4","1","1","CAP","4"
"CON-814","ZANTMARO EDICIONES, S.A.","5 CALLE 14-25 ZONA 11 COL CARABANCHEL, GUATEMALA","2474-8620","","N/A","0","2","1","1","CAP","3"
"PRE-815","EL PORTAL DE LAS PRENDAS AMERICANAS","EL PROGRESO JUTIAPA","7843-4430","","MELISSA VALLEJOS","0","4","1","1","CAP","4"
"CON-820","HANDMADE U22","1RA ENTRADA COL LA BENDICION VALLE ABAJO, PROGRESO JUTIAPA","4914-8080","","ELIZABETH JUAREZ","0","2","1","1","CAP","4"
"XCO-821","HANDMADE U22","1RA ENTRADA COL LA BENDICION VALLE ABAJO PROGRESO JUTIAPA","4914-8080","","ELIZABETH JUAREZ","0","1","1","1","CAP","4"
"XCO-822","RECONSTRUCTORA DE MOTORES MG, S.A.","CALZADA SAN JUAN 27-38 ZONA 7","24274-2260","","JOSE AARON MORATAYA","0","1","1","1","CAP","3"
"PRE-823","REINA'S STORE","CIUDAD","5488-1263","","JACKELIN BLANCO","0","4","1","1","CAP","4"
"XCO-824","ROPA GUAPA","BO SAN MARCOS TIENDA ROPA GUAPA","4995-1065","","CRHSTIAN FERNANDO ORELLANA","0","1","1","1","CAP","3"
"XCO-825","NOVOPLAST","3 AVENIDA 6-28 ZONA 5 DE MIXCO COLONIA SANTA MARTA","2431-4051","","GUSTAVO GARCIA","0","1","1","1","CAP","4"
"XCO-826","ALMACEN EL TIGRE, S.A. / CAPAS CICLON","AVENIDA BOLIAR 21-36 ZONA 1","5510-9260","","LORENA DE ANLEU","0","1","1","1","CAP","4"
"XCO-827","REPUSTOS GARCIA","RECOGE EN OFICINA ESCUINTLA","3023-4094","","JOEL CASIA","0","1","1","1","CAP","4"
"XCO-828","PEDRO BARCO","5 CALLE 3-129 ZONA 6 COATEPEQE","5059-3362","","PEDRO BARCO","0","1","1","1","CAP","3"
"XCO-829","CORPORACION DE AUTO PARTES S.A.","33 AVENIDA 11-33 ZONA 5 COLONIA EL EDEN","2336-1420","","CHRISTIAN CARBALLO","0","1","1","1","CAP","3"
"XCO-830","QUICKPLOT GT","KM 32.5 CARR AL PACIFICO FLOR DE CAMPO RES LAS LILAS AMATITLAN","3586-9609","","ANSONY GARCIA","0","1","1","1","CAP","4"
"XCO-831","FREM-COLOR, S.A.","CALZADA SAN JUAN  13-90  ZONA 7 CENTRO COMERCIAL   LA QUINTAL LOCAL 19","2474-1671","","DINA VELASCO/ JAQUELINE SENTE/  SANDY  GUARCAX","0","1","1","1","CAP","3"
"XCO-832","CORPORACION GRAFICA DE CALENDARIOS, S.A.","3RA AVENIDA  27-10 ZONA 3, GUATEMALA","22959268/35419899","","EDWIN  CARLOS RODRIGUEZ SANCHEZ","0","1","1","1","CAP","4"
"CON-833","CORPORACION GRAFICA DE CALENDARIOS, S.A.","3RA AVENIDA 27-10 ZONA 3, GUATEMALA.","2295-9268//3541-9899","","EDWIN CARLOS RODRIGUEZ   SANCHEZ","0","2","1","1","CAP","4"
"XCO-834","EXPORT CIFUENTES","SAN CARLOS SIJA","3410840-8","","ARMANDO ADEMAR BARRIOS  OVALLE","0","1","1","1","CAP","4"
"CON-835","EXPORT CIFUENTES","SAN CARLOS SIJA","3410840-8","","ARMANDO ADEMAR BARRIOS OVALLE","0","2","1","1","CAP","4"
"XCO-837","LA GOSPA","9 AVENIDA  7-35  ZONA 1 LOCAL  III","41548167","","ALFREDO  VASQUEZ","0","1","1","1","CAP","4"
"CON-838","LA GOSPA","9 AVENIDA  7-35  ZONA 1  LOCAL III","41548167","","ALFREDO VASQUEZ","0","2","1","1","CAP","4"
"XCO-839","ANYELA MAYOREO","SAN SEBASTIAN RETALHULEU,  POR EL CENTRO DE SALUD","41851655","","GRACIELA  PEREZ MONTAÐEZ","0","1","1","1","CAP","4"
"CON-840","INOVSA","CALLE 2,  4 AVENIDA  3-90 ZONA 4  BARRIO EL MOLINO,   CHIQUIMULA, CHIQUIMUL","49337931","","RENAN EDGARDO NOVA CASTRO","0","2","1","1","CAP","3"
"CON-841","DISPROFARMA","KM 9.5 CARRETERA AL ATLANTICO ZONA 17 RESIDENCIAL CASA BELLA CASA 8","42546598","","JOSE MARIA ALVIZURES","0","2","1","1","CAP","3"
"XCO-842","DROGUERIA BENDICION Y FE S.A.","5TA AVENIDA ""A"" 6-43 ZONA 4","5923-2128","","CESAR ROMAN","0","1","1","1","CAP","1"
"XCO-843","DISMAJO, S.A.","KM 19.1 CARRETERA A SAN JOSE PINULA. OFIBODEGA ALTANEZ BODEGA #8","6671-4545","","LUIS LIMA","0","1","1","1","CAP","4"
"XCO-844","COMERCIAL EL EXITO","CIUDAD","4297-3083","","JOSSELYN MORALES","0","1","1","1","CAP","3"
"CON-845","INVERSIONES MAELY, S.A.","CIUDAD","3015-9630","","ISRAEL RUIZ","0","2","1","1","CAP","3"
"XCO-846","EKA REPOSTERIA","3 CALLE 12-32 ZONA 89 MIXCO BLVD PRINCIPAL SAN CRISTOBAL PLAZA 12-32 LOCAL","4216-9573","","ESTER BUEZO","0","1","1","1","CAP","3"
"XCO-847","ALMACEN SULTANA","19 CALLE 3-54 ZONA 1","2232-7165","","GLORIA GONZALEZ","0","1","1","1","CAP","4"
"CON-848","MEGA GANGAS","ASUNCION MITA JUTIAPA BODEGAS ATRAS DE ANTIGUA INSTALACINES DE REST LA LLOR","3096-6316","","LAURA TRABANINO","0","2","1","1","CAP","4"
"JUT-849","MEGA GANGAS","ASUNCION MITA JUTIAPA BODEGAS ATRAS DE ANTIGUAS INSTALACIONES DE REST LA LL","3096-636","","LAURA TRABANINO","0","3","1","1","CAP","4"
"CON-850","EMMA MARCOLFA ROMERO","COL MONTE MARIA 1 ZONA 11","4770-2924","","EMMA MARCOLFA ROMERO","0","2","1","1","CAP","4"
"CON-851","TRIC, S.A.","13 CALLE 10-09 ZONA 10 OAKLAND","2299-7100","","JLIO NOLCK","0","2","1","1","CAP","4"
"XCO-852","TRIC, S.A.","13 CALLE 10-09 ZONA 10 OAKLAND","2299-7100","","JULIO SENCIO NOLCK","0","1","1","1","CAP","4"
"XCO-853","TEA SHOP","13 CALLE 4-44 ZONA 10 C.C. LA LLAVE LC 6","2227-9418//57084766","","CAROL NAJMAN","0","1","1","1","CAP","4"
"CON-854","TEA SHOP","13 CALLE 4-44 ZONA 10 C.C. LA LLAVE LOCAL 6","2227-9418//57084766","","CAROL NAJMAN","0","2","1","1","CAP","4"
"XCO-855","XS AUDIO","OFIBODEGAS CENTRO 5 CALZADA LA PAZ 18-40 ZONA 5 BODEGA 36","2296-0556 / 57","","LESVIA SEQUEN","0","1","1","1","CAP","3"
"XCO-856","FRANCISCO VALENZUELA","8 CALLE 0-66 ZONA 1","5031-6618","","FRANCISCO VALENZUELA","0","1","1","1","CAP","3"
"CON-857","ERR","3 CALLE 9-51 ZONA 2 BO SAN FRANCISCO JALAPA","4847-8346","","LUCY DE RUANO","0","2","1","1","CAP","4"
"XCO-858","ERR","3 CALLE 9-51 ZONA 2 BO SAN FRANCISCO JALAPA","4847-8346//4670-4702","","LUCY DE RUANO","0","1","1","1","CAP","4"
"XCO-859","DISTRIBUIDORA DAVID","23 CALLE 2-78 ZONA 1","5415-0208","","EDGAR GONZALEZ","0","1","1","1","CAP","3"
"XCO-860","IMPORAUTO","20 AVENIDA 17-02 ZONA 6 RESIDENCIALES CIPRESALES","3225-1928","","ISANEA DANALI REYES","0","1","1","1","CAP","3"
"XCO-861","TEXTILES AURY","2DA CALLE 5-84 ZONA 5 PATZUN, CHIMALTENANGO","4640-0539","","AURY MUCIA UPUN","0","1","1","1","CAP","4"
"CON-862","TEXTILES AURY","2DA CALLE 5-84 ZONA 5 PATZUN, CHIMALTENANGO","4640-0539","","AURY MUCIA UPUN","0","2","1","1","CAP","4"
"CON-863","IMPORTADORA LOR CARD S.A.","6TA AVENIDA 20-57 ZONA 1","3112-1103","","JOSE BUCHAN","0","2","1","1","CAP","3"
"XCO-864","CURIOSIDADES MARROQUIN","ALDEA PUEBLO NUEVO SAN JUAN OSTUNCALCO QUETZALTENANGO","4168-6167","","YADIRA MARROQUIN","0","1","1","1","CAP","4"
"CON-865","CURIOSIDADES MARROQUIN","ALDEA PUEBLO NUEVO SAN JUAN OSTUNCALCO QUETZALTENANGO","4168-6167","","YADIRA MARROQUIN","0","2","1","1","CAP","4"
"JUT-866","PRODUCTOS AGRICOLAS SAN FERNANDO, S.A.","6TA AVENIDA 2-75 ZONA 1, EL PROGRESO, JUTIAPA","7843-4552","","ENIA LOPEZ","0","3","1","1","CAP","4"
"XCO-867","CATAS","6TA CALLE 9-26 ZONA 1 EDIFICIO CAPUANO, QUETZALTENANGO","5120-5638","","CHRISTIAN DE PAZ LOPEZ","0","1","1","1","CAP","4"
"CON-868","CATAS","6TA CALLE 9-26 ZONA 1 EDIFICIO CAPUANO, QUETZALTENANGO","5120-5638","","CHRISTIAN DE PAZ LOPEZ","0","2","1","1","CAP","4"
"XCO-869","LABORATORIO DE PATOLOGIA // DR. LUIS CASTILLO","4TA AVENIDA 4-23 ZONA 1 SAN LUCAS","5308-0616","","DR LUIS CASTILLO","0","1","1","1","CAP","3"
"CON-870","ONCO PATH","4TA AVENIDA 4-23 ZONA 1 SAN LUCAS","5308-0616","","DR. LUIS CASTILLO","0","2","1","1","CAP","3"
"GUA-871","ME ENCANTA ONLINE","LOTE 12 M.G SECT 3 VILLA VERDE CIUDAD QUETZAL","3371-7796","","CARLOS BAJXAC","0","3","1","1","CAP","3"
"XCO-872","SELEMSA","AVENIDA REFORMA 4-22 ZONA 9","2332-1889","","ALEX DAVID HERNANDEZ","0","1","1","1","CAP","4"
